url,predicted_label,phishing_probability
https://www.knust.edu.gh,0,0.0362
https://sis.knust.edu.gh,0,0.1464
https://www.ug.edu.gh,0,0.0325
https://admissions.ug.edu.gh,0,0.2481
https://www.ucc.edu.gh,0,0.037
https://ashesi.edu.gh,0,0.2267
https://www.gimpa.edu.gh,0,0.0362
https://www.mtn.com.gh,0,0.0583
https://momo.mtn.com.gh,0,0.4561
https://vodafone.com.gh,1,0.6219
https://www.gcb.com.gh,0,0.06
https://ecobank.com/gh,1,0.9267
https://www.absa.com.gh,0,0.0781
https://www.bog.gov.gh,0,0.0467
https://www.ghana.gov.gh,0,0.1658
https://www.gra.gov.gh,0,0.0519
https://www.nhis.gov.gh,0,0.0628
https://www.ssnit.org.gh,0,0.0463
https://www.ghanaweb.com,0,0.2025
https://citinewsroom.com,1,0.7974
https://3news.com,0,0.3152
https://www.graphic.com.gh,0,0.172
https://www.myJoy.online,1,0.6387
https://www.umat.edu.gh,0,0.0267
https://www.uds.edu.gh,0,0.0297
https://www.uew.edu.gh,0,0.0328
https://www.upsa.edu.gh,0,0.0267
https://www.pentvars.edu.gh,0,0.0405
https://www.gctu.edu.gh,0,0.0259
https://www.aiti-kace.com.gh,0,0.1251
https://www.nita.gov.gh,0,0.0609
https://www.nca.org.gh,0,0.0534
https://www.csa.gov.gh,0,0.0534
https://www.airteltigomoney.com,0,0.4996
https://www.fidelitybank.com.gh,0,0.4643
https://www.stanbicbank.com.gh,0,0.3458
https://calbank.net,1,0.6835
https://www.zenithbank.com.gh,0,0.4544
https://www.unibank.com.gh,0,0.4246
https://www.adb.com.gh,0,0.0901
