url,predicted_label,phishing_probability
https://bit.ly/3SAhV4i,1,0.9715
https://theos-sublime-site-0b5bb1.webflow.io/,1,0.9877
https://dvllba-gh.ink/gh,1,0.9363
https://datagh.app?q=5XPW4B,1,0.7032
https://earnmgjr-cofiad.xyz/GHMNBVCXZLKJGH.html?pid=r 917778183393224,1,0.9931
http://gcb.com.gh/login,0,0.4776
www.Login.com,1,0.6482
http://mtn-momo-gh-reward.blogspot.com/free-data,0,0.3484
https://ucc-fees-clearance.firebaseapp.com/student,1,0.8986
http://ug-student-portal-verify.freehostapp.com/login,1,0.9947
https://mtn-data-gift.net,1,0.7383
https://mtn-promo-reward.xyz,1,0.9521
https://mtnmomo-support.live,1,0.8917
https://claim-mtn-data.online,1,0.8812
https://free-mtn-data-gh.com,1,0.6236
https://mtn-gh-rewards.site,1,0.9365
https://mtnmomo-alerts.com,1,0.8765
https://mtn-bonus-gh.info,1,0.8591
https://mtn-momo-verify.info,1,0.9893
https://mtn-data-offer.live,1,0.9495
https://mtnmomo-update.co,1,0.9375
https://mtn-momo-ghana-login.net,1,0.9829
https://mtnmomo-gh.xyz,1,0.8619
https://mtn-freebundle.site,1,0.9055
https://mtnmomo-bonus.com,1,0.7802
https://mtn-momo-reward.net,1,0.879
https://mtnmomo-security.com,1,0.8117
https://mtn-momo-cashback.live,1,0.9194
https://mtnmomo-login.site,1,0.965
https://mtnmomo-confirm.net,1,0.9622
https://quickloan-ghana-approval.net,1,0.9262
https://claim-your-reward-gh.com,1,0.7753
https://parcel-fees-gh.site,1,0.9067
https://customs-clearance-gh.xyz,1,0.9715
https://claim-ghs5000-now.site,1,0.9889
https://ghana-lottery-winner.com,1,0.8861
https://express-delivery-ghana.info,1,0.9462
https://courier-arrival-gh.net,1,0.867
https://parcel-tracking-gh.site,1,0.9151
https://gh-bonus-claim.xyz,1,0.9434
https://delivery-confirmation-ghana.com,1,0.9928
https://fedexghana-parcel.live,1,0.9425
https://freecashghana.live,1,0.9454
https://ghana-post-delivery.net,1,0.8876
https://reward-center-ghana.net,1,0.8633
https://dhl-ghana-clearance.com,1,0.9105
https://cashgift-ghana.site,1,0.8723
https://speedpost-ghana.live,1,0.8359
https://mobilemoney-prize.live,1,0.9708
https://fidelity-mobile-auth.live,1,0.963
https://absa-security-center.site,1,0.9218
https://mtn-promo-center.live,1,0.8663
https://airteltigo-number-update.live,1,0.9769
https://mtnmomo-wallet-update.com,1,0.9039
https://airteltigo-security-check.com,1,0.8994
https://mtn-freeairtime.site,1,0.9353
https://telecel-rewardcenter.xyz,1,0.9725
https://mtn-account-confirm.net,1,0.9835
https://telecel-wallet-security.info,1,0.9622
https://telecel-customer-update.com,1,0.9228
https://accessbank-login-center.xyz,1,0.996
https://gcb-customer-update.xyz,1,0.95
https://mtn-loyalty-rewards-gh.live,1,0.8841
https://airteltigo-wallet-update.xyz,1,0.9891
https://telecel-sim-update.site,1,0.9069
https://mtn-reactivation.net,1,0.8765
https://mtn-data-renewal.online,1,0.9338
https://mtnbonus-ghana.xyz,1,0.9576
https://instantloan-gh.xyz,1,0.9521
https://bank-alert-ghana.site,1,0.8472
https://mtn-sim-update.site,1,0.9374
https://bit.ly/4g9FoTQ,1,0.9756
http://ojefj.gdn,1,0.55
https.www.money,0,0.124
http://ashesi-admissions-confirmation.site/portal,1,0.9889
https://ecg-refund.live,1,0.9165
https://telecel-bonus.live,1,0.9085
https://gwa-payment.live,1,0.9349
https://ecg-service-alert.info,1,0.9471
https://ecg-disconnection-alert.com,1,0.9203
https://telecel-cash-login.info,1,0.9936
https://ecg-bill-payment.net,1,0.776
https://telecel-reward.site,1,0.897
https://telecel-security.net,1,0.7145
https://ecgghana-pay.online,1,0.9309
https://airteltigo-bonus.net,1,0.7104
https://ecg-balance-check.site,1,0.8329
https://telecelcash-update.xyz,1,0.9648
https://waterbill-ghana.org,1,0.8552
https://airteltigo-free-data.com,1,0.9133
https://ecg-payment-secure.net,1,0.861
https://telecelcash-verify.com,1,0.9891
https://airteltigo-promo.live,1,0.9099
https://airteltigo-login.site,1,0.9862
https://ecg-smartmeter-update.com,1,0.9267
https://mtn-security-alert.xyz,1,0.957
https://telecel-verification.site,1,0.9515
https://telecel-bill-payment.live,1,0.9335
https://telecel-data-gift.site,1,0.8284
https://mtnmomo-authenticate.site,1,0.9451
https://telecelcash-alert.net,1,0.7424
https://mtn-customer-reward.info,1,0.9359
https://telecel-airtime-bonus.live,1,0.9645
https://ghana-services-online.com,1,0.8935
https://ecg-online-payments.xyz,1,0.97
https://ghanaid-records.xyz,1,0.9512
https://ecg-bill-dispute.site,1,0.8799
https://absa-secure-banking.live,1,0.9695
https://ashesi-registration.net,1,0.5752
https://ghana-card-linking.site,1,0.9516
https://ecg-meter-verification.live,1,0.97
https://id-card-confirmation.net,1,0.9941
https://egov-payment.xyz,1,0.9612
https://govportal-security.net,1,0.8513
https://nia-authentication.site,1,0.9464
https://gra-online-services.live,1,0.9633
https://ucc-student-email.net,1,0.6287
https://ghana-gov-auth.site,1,0.9263
https://umb-login-update.net,1,0.9769
https://ktu-portal.live,1,0.8012
https://ecg-smartpay.xyz,1,0.8906
https://id-validation-ghana.com,1,0.903
https://ecobank-mobileverify.xyz,1,0.9986
https://prudentialbank-auth.com,1,0.8871
https://ssnit-member-update.xyz,1,0.9495
https://dvla-driver-update.live,1,0.9513
https://ecg-support-portal.com,1,0.7173
https://ghana-card-online.xyz,1,0.9228
https://ug-course-registration.live,1,0.9751
https://gcb-banking-update.net,1,0.8686
https://ghanaid-fasttrack.net,1,0.6826
https://ghanaid-security.live,1,0.9181
https://ug-email-reset.site,1,0.927
http://bit.ly/4gMt3VE,1,0.9574
https://ghanukt-gh.ink/GH,1,0.9499
https://www.winslots.com.gh/#/activities/register/ACT-INV-207156/4,0,0.0636
www.freedata.com,0,0.0767
https://ug-edu-gh-login.vercel.app/student-verify,1,0.9079
http://knust-hostel-allocation.online/check,1,0.8451
https://ghana-campus-jobs.info/apply-now,0,0.4507
https://fidelity-secureverify.site,1,0.9933
https://ecobankgh-login.online,1,0.9968
https://nia-correction-gh.site,1,0.9103
https://ghanacard-validation.com,1,0.8611
https://republicbankgh-verify.site,1,0.9938
https://stanbicghana-login.live,1,0.9971
https://nia-fast-update.live,1,0.9393
https://ghanacard-update.com,1,0.8523
https://gcb-secure-login.com,1,0.978
https://accessbankgh-update.net,1,0.8954
https://ghanaid-portal.xyz,1,0.952
https://verify-ghanacard.net,1,0.9884
https://fidelitybankgh-login.com,1,0.9913
https://calbank-secure-login.com,1,0.989
https://nia-portal-login.info,1,0.9838
https://ghana-card-security.site,1,0.9542
https://gcb-onlineverify.net,1,0.9858
https://ghanacard-renewal.net,1,0.721
https://absa-ghana-login.info,1,0.9826
https://ecg-ghana-services.info,1,0.9695
https://nia-card-activation.live,1,0.9426
https://ecg-power-restoration.net,1,0.9344
https://ghana-id-confirmation.net,1,0.9932
https://nia-record-update.site,1,0.9089
https://nationalid-update.info,1,0.9318
https://ecg-invoice-check.net,1,0.7405
https://nia-card-renew.xyz,1,0.9643
https://ecg-service-center.site,1,0.9106
https://ecg-balance-payment.live,1,0.9742
https://cashout-ghana.live,1,0.8407
https://postoffice-delivery.live,1,0.945
https://customs-duty-payment.site,1,0.9204
https://national-promo-gh.com,1,0.7148
https://mobile-rewards.live,1,0.958
https://bonus-campaign.site,1,0.9513
https://reward-notification.net,1,0.8677
https://facebook-security-ghana.site,1,0.9302
https://parcel-redelivery.live,1,0.8764
https://ghana-giveaway.xyz,1,0.9573
https://courier-fee-payment.xyz,1,0.9684
https://academiccity-update.com,1,0.9281
https://track-my-parcel.net,1,0.7404
https://parcel-status.xyz,1,0.8678
https://icloud-security-alert.live,1,0.9622
https://netflix-payment-update.net,1,0.869
https://gmail-storage-update.net,1,0.9319
https://dhl-customs-clearance.info,1,0.9665
https://speedaf-delivery.net,1,0.6267
https://microloan-approval.xyz,1,0.9479
https://umat-registration.live,1,0.9602
https://office365-ghana-login.info,1,0.998
https://gimpa-portal.xyz,1,0.9322
https://quickcash-ghana.live,1,0.9345
https://promo-redemption.site,1,0.8934
https://fedex-ghana-alert.live,1,0.9398
https://instagram-support-gh.xyz,1,0.9681
https://instantcash-ghana.net,1,0.7474
